airport_code,airport_name,latitude,longitude
FOON,M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.65616,13.438
FOOR,Lastourville Airport,-0.826667,12.7486
FOOT,Tchibanga Airport,-2.85,11.017
FOOY,Mayumba Airport,-3.45842,10.6741
FPPR,Principe Airport,1.66294,7.41174
FPST,Sao Tome International Airport,0.378175,6.71215
FQAG,Angoche Airport,-16.1819,39.9452
FQBR,Beira Airport,-19.7964,34.9076
FQCB,Cuamba Airport,-14.815,36.53
FQCH,Chimoio Airport,-19.1513,33.429
FQIA,Inhaca Airport,-25.9971,32.9294
FQIB,Ibo Island Airport,-12.3502,40.6023
FQIN,Inhambane Airport,-23.8764,35.4085
FQLC,Lichinga Airport,-13.274,35.2663
FQLU,Lumbo Airport,-15.0331,40.6717
FQMA,Maputo International Airport,-25.9208,32.5726
FQMD,Mueda Airport,-11.6729,39.5631
FQMP,Mocimboa da Praia Air,-11.3618,40.3549
FQNC,Nacala Airport,-14.4882,40.7122
FQNP,Nampula Airport,-15.1056,39.2818
FQPB,Pemba Airport,-12.9918,40.524
FQPO,Ponta do Ouro Airport,-26.8286,32.8377
FQQL,Quelimane Airport,-17.8555,36.8691
FQTT,Chingozi Airport,-16.1048,33.6402
FQVL,Vilankulo Airport,-22.0184,35.3133
FQXA,Xai-Xai Airport,-25.0378,33.6274
FSDR,Desroches Airport,-5.6967,53.6558
FSIA,Seychelles International Airport,-4.67434,55.5218
FSPP,Praslin Island Airport,-4.31929,55.6914
FSSB,Bird Island Airport,-3.72472,55.2053
FSSD,Denis Island Airport,-3.80222,55.6669
FSSF,Fregate Island Airport,-4.583,55.95
FTTA,Sarh Airport,9.14444,18.3744
FTTB,Bongor Airport,10.2881,15.3811
FTTC,Abeche Airport,13.847,20.8443
FTTD,Moundou Airport,8.62441,16.0714
FTTH,Lai Airport,9.3979,16.3125
FTTI,Ati Airport,13.2389,18.3133
FTTJ,N'Djamena International Airport,12.1337,15.034
FTTK,Bokoro Airport,12.383,17.067
FTTL,Bol-Berim Airport,13.4433,14.7394
FTTM,Mongo Airport,12.167,18.675
FTTN,Am Timan Airport,11.034,20.274
FTTP,Pala Airport,9.37806,14.925
FTTS,Bousso Airport,10.483,16.717
FTTU,Mao Airport,14.1456,15.3144
FTTY,Faya-Largeau Airport,17.9171,19.1111
FVBU,Joshua Mqabuko Nkomo International Airport,-20.0174,28.6179
FVCH,Chipinge Airport,-20.2067,32.6283
FVCZ,Buffalo Range Airport,-21.0081,31.5786
FVFA,Victoria Falls Airport,-18.0959,25.839
FVHA,Robert Gabriel Mugabe International Airport,-17.9318,31.0928
FVKB,Kariba Airport,-16.5198,28.885
FVMH,Mahenye Airport,-21.231,32.3336
FVMU,Mutare Airport,-18.9975,32.6272
FVMV,Masvingo Airport,-20.0553,30.8591
FVTL,Thornhill Air Base,-19.4364,29.8619
FVWN,Hwange National Park Airport,-18.6299,27.021
FVWT,Hwange Town Airport,-18.363,26.5198
FWCD,Chelinda Airport,-10.55,33.8
FWCL,Chileka International Airport,-15.6791,34.974
FWCM,Club Makokola Airport,-14.3069,35.1325
FWDW,Dwanga Airport (Dwangwa Airport),-12.5183,34.1319
FWKA,Karonga Airport,-9.95357,33.893
FWKG,Kasungu Airport,-13.0146,33.4686
FWKI,Lilongwe International Airport (Kamuzu Int'l),-13.7894,33.781
FWLK,Likoma Airport,-12.0758,34.7372
FWMG,Mangochi Airport,-14.483,35.267
FWMY,Monkey Bay Airport,-14.0836,34.9197
FWSM,Salima Airport,-13.7559,34.5842
FWUU,Mzuzu Airport,-11.4447,34.0118
FXLK,Lebakeng Airport,-29.8908,28.6556
FXLR,Leribe Airport,-28.8556,28.0528
FXLS,Lesobeng Airport,-29.7829,28.3167
FXMA,Matsaile Airport,-29.8408,28.7764
FXMF,Mafeteng Airport,-29.8011,27.2436
FXMK,Mokhotlong Airport,-29.2818,29.0728
FXMM,Moshoeshoe I International Airport,-29.4623,27.5525
FXNK,Nkaus Airport,-30.0217,28.1969
FXPG,Pelaneng Airport,-29.1206,28.5053
FXQG,Quthing Airport,-30.4075,27.6933
FXQN,Qacha's Nek Airport,-30.1117,28.6719
FXSH,Sehonghong Airport,-29.7309,28.7689
FXSK,Sekake Airport,-30.0389,28.3703
FXSM,Semonkong Airport,-29.8386,28.06
FXSS,Seshutes Airport,-29.2676,28.5523
FXTA,Thaba Tseka Airport,-29.5228,28.6158
FXTK,Tlokoeng Airport,-29.233,28.883
FYAA,Ai-Ais Airport,-27.995,17.5966
FYAR,Arandis Airport,-22.4622,14.98
FYGB,Gobabis Airport,-22.5044,18.9731
FYGF,Grootfontein Air Base,-19.6022,18.1227
FYHI,Halali Airport,-19.0285,16.4585
FYKB,Karasburg Airport,-28.0297,18.7385
FYKM,Katima Mulilo Airport (Mpacha Airport),-17.6344,24.1767
FYKT,Keetmanshoop Airport,-26.5398,18.1114
FYLS,Lianshulu Airport,-18.1167,23.3933
FYLZ,Luderitz Airport,-26.6874,15.2429
FYME,Mount Etjo Airport,-21.0233,16.4528
FYMG,Midgard Airport,-22.0106,17.37
FYMO,Mokuti Lodge Airport,-18.8128,17.0594
FYNA,Namutoni Airport,-18.8064,16.9272
FYNG,Ongava Airstrip,-22.1833,18.5333
FYOA,Ondangwa Airport,-17.8782,15.9526
FYOE,Omega Airport,-18.0303,22.1897
FYOG,Oranjemund Airport,-28.5847,16.4467
FYOO,Okaukuejo Airport,-19.1492,15.9119
FYOP,Opuwa Airport,-18.0614,13.8505
FYOS,Oshakati Airport,-17.797,15.6993
FYOW,Otjiwarongo Airport,-20.4347,16.6608
FYRU,Rundu Airport,-17.9565,19.7194
FYSA,Skorpion Mine Airport,-27.8764,16.6478
FYSM,Swakopmund Airport,-22.6619,14.5681
FYSS,Sesriem Airport,-24.5128,15.7467
FYTE,Terrace Bay Airport,-19.9713,13.0249
FYTM,Tsumeb Airport,-19.2619,17.7325
FYWB,Walvis Bay Airport,-22.9799,14.6453
FYWE,Eros Airport,-22.6122,17.0804
FYWH,Hosea Kutako International Airport,-22.4799,17.4709
FZAA,N'djili Airport,-4.38575,15.4446
FZAB,N'Dolo Airport,-4.32666,15.3275
FZAG,Muanda Airport (Moanda Airport),-5.93086,12.3518
FZAJ,Boma Airport,-5.854,13.064
FZAL,Luozi Airport,-4.95,14.133
FZAM,Matadi Tshimpi Airport,-5.79961,13.4404
FZAR,Nkolo-Fuma Airport,-5.421,14.8169
FZBA,Inongo Airport,-1.94722,18.2858
FZBI,Nioki Airport,-2.7175,17.6847
FZBO,Bandundu Airport,-3.31132,17.3817
FZBT,Basango Mboliasa Airport,-1.435,19.024
FZCA,Kikwit Airport,-5.03577,18.7856
FZCB,Idiofa Airport,-5,19.6
FZCE,Lusanga Airport,-4.8,18.717
FZCV,Masi-Manimba Airport,-4.783,17.85
FZEA,Mbandaka Airport,0.0226,18.2887
FZEN,Basankusu Airport,1.22472,19.7889
FZFA,Libenge Airport,3.633,18.633
FZFD,Gbadolite Airport,4.25321,20.9753
FZFK,Gemena Airport,3.23537,19.7713
FZFP,Kotakoli Air Base,4.15764,21.6509
FZFU,Bumba Airport,2.18278,22.4817
FZGA,Lisala Airport,2.17066,21.4969
FZGN,Boende Airport,-0.217,20.85
FZGV,Ikela Airport,-1.04811,23.3725
FZIC,Bangoka International Airport,0.481639,25.338
FZIR,Yangambi Airport,0.783,24.467
FZJH,Matari Airport,2.82761,27.5883
FZKA,Bunia Airport,1.56572,30.2208
FZKJ,Buta Zega Airport,2.81835,24.7937
FZMA,Kavumu Airport,-2.30898,28.8088
FZNA,Goma International Airport,-1.67081,29.2385
FZNP,Beni Airport,0.575,29.4739
FZOA,Kindu Airport,-2.91918,25.9154
FZOC,Kamisuku Airport,-2.578,26.734
FZOK,Kasongo Lunda Airport,-4.533,26.617
FZOP,Punia Airport,-1.367,26.333
FZQA,Lubumbashi International Airport,-11.5913,27.5309
FZQC,Pweto Airport,-8.467,28.883
FZQG,Kasenga Airport,-10.35,28.633
FZQM,Kolwezi Airport,-10.7659,25.5057
FZRA,Manono Airport,-7.28889,27.3944
FZRB,Moba Airport,-7.067,29.783
FZRF,Kalemie Airport,-5.87556,29.25
FZRM,Kabalo Airport,-6.083,26.917
FZRQ,Kongolo Airport,-5.39444,26.99
FZSB,Kamina Airport (Kamina Ville Airport),-8.64202,25.2529
FZSK,Kapanga Airport,-8.35,22.583
FZTK,Kaniama Airport,-7.583,24.15
FZUA,Kananga Airport,-5.90005,22.4692
FZUG,Luiza Airport,-7.183,22.4
FZUK,Tshikapa Airport,-6.43833,20.7947
FZVA,Lodja Airport,-3.417,23.45
FZVI,Lusambo Airport,-4.96167,23.3783
FZVM,Mweka Airport,-4.85,21.55
FZVR,Basongo Airport,-4.3158,20.4149
FZVS,Ilebo Airport,-4.32992,20.5901
FZWA,Mbuji Mayi Airport,-6.12124,23.569
FZWC,Gandajika Airport,-6.733,23.95
FZWT,Tunta Airport,-6.133,24.483
GABS,Bamako-Senou International Airport,12.5335,-7.94994
GAGM,Goundam Airport,16.3614,-3.59972
GAGO,Gao International Airport (Korogoussou Airport),16.2484,-0.005456
GAKA,Kenieba Airport,12.833,-11.25
GAKO,Koutiala Airport,12.383,-5.467
GAKY,Kayes Airport (Dag-Dag Airport),14.4812,-11.4044
GAMB,Mopti Airport (Ambodedjo Airport),14.5128,-4.07956
GANK,Keibane Airport,15.217,-7.267
GANR,Nioro Airport,15.2381,-9.57611
GASK,Sikasso Airport,11.333,-5.7
GATB,Timbuktu Airport,16.7305,-3.00758
GAYE,Yelimane Airport,15.133,-10.567
GBYD,Banjul International Airport,13.338,-16.6522
GCFV,Fuerteventura Airport,28.4527,-13.8638
GCGM,La Gomera Airport,28.0296,-17.2146
GCHI,El Hierro Airport,27.8148,-17.8871
GCLA,La Palma Airport,28.6265,-17.7556
GCLP,Gran Canaria Airport,27.9319,-15.3866
GCRR,Lanzarote Airport,28.9455,-13.6052
GEML,Melilla Airport,35.2798,-2.95626
GFBN,Sherbro International Airport,7.53242,-12.5189
GFBO,Bo Airport,7.9444,-11.761
GFGK,Gbangbatok Airport,7.767,-12.383
GFHA,Hastings Airport,8.39713,-13.1291
GFKB,Kabala Airport,9.63832,-11.5156
GFKE,Kenema Airport,7.89129,-11.1766
GFLL,Lungi International Airport,8.61644,-13.1955
GFYE,Yengema Airport,8.61047,-11.0454
GGBU,Bubaque Airport,11.2974,-15.8381
GGOV,Osvaldo Vieira International Airport,11.8948,-15.6537
GLBU,Buchanan Airport,5.90417,-10.0583
GLCP,Cape Palmas Airport,4.37902,-7.69695
GLGE,Greenville/Sinoe Airport (R.E. Murray Airport),5.03431,-9.0668
GLMR,Spriggs Payne Airport,6.28906,-10.7587
GLNA,Nimba Airport,7.5,-8.6
GLRB,Roberts International Airport,6.23379,-10.3623
GLST,Sasstown Airport,4.66667,-8.43333
GLTN,Tchien Airport,6.04565,-8.13872
GLVA,Voinjama Airport (Tenebu Airport),8.4,-9.767
GMAD,Agadir-Al Massira Airport,30.325,-9.41307
GMAT,Tan Tan Airport (Plage Blanche Airport),28.4482,-11.1613
GMAZ,Zagora Airport,30.3203,-5.86667
GMFB,Bouarfa Airport,32.5143,-1.98306
GMFF,Fes-Saiss Airport,33.9273,-4.97796
GMFK,Moulay Ali Cherif Airport,31.9475,-4.39833
GMFM,Bassatine Air Base,33.8791,-5.51512
GMFO,Angads Airport,34.7872,-1.92399
GMMA,Smara Airport,26.7318,-11.6847
GMMB,Ben Slimane Airport,33.6554,-7.22145
GMMC,Anfa Airport,33.5533,-7.66139
GMMD,Beni Mellal Airport,32.4019,-6.31591
GMME,Rabat-Sale Airport,34.0515,-6.75152
GMMF,Sidi Ifni Airport (Sania Ramel Airport),29.3667,-10.1878
GMMH,Dakhla Airport,23.7183,-15.932
GMMI,Essaouira-Mogador Airport,31.3975,-9.68167
GMML,Hassan I Airport,27.1517,-13.2192
GMMN,Mohammed V International Airport,33.3675,-7.58997
GMMS,Safi Airport,32.2731,-9.23694
GMMW,Nador International Airport,34.9888,-3.02821
GMMX,Marrakesh Menara Airport,31.6069,-8.0363
GMMY,Kenitra Air Base,34.2989,-6.59588
GMMZ,Ouarzazate Airport,30.9391,-6.90943
GMTA,Cherif Al Idrissi Airport,35.1771,-3.83952
GMTT,Tangier Ibn Battouta Airport,35.7269,-5.91689
GOBD,Blaise Diagne International Airport,14.67,-17.0733
GODK,Kolda North Airport,12.8985,-14.9681
GOGG,Ziguinchor Airport,12.5556,-16.2818
GOGS,Cap Skirring Airport,12.3953,-16.748
GOOK,Kaolack Airport,14.1469,-16.0513
GOOY,Leopold Sedar Senghor International Airport,14.7397,-17.4902
GOSM,Ouro Sogui Airport,15.5936,-13.3228
GOSP,Podor Airport,16.683,-14.967
GOSR,Richard Toll Airport,16.433,-15.65
GOSS,Saint-Louis Airport,16.0508,-16.4632
GOTB,Bakel Airport,14.8473,-12.4683
GOTK,Kedougou Airport,12.5723,-12.2203
GOTS,Simenti Airport,13.0468,-13.2954
GOTT,Tambacounda Airport,13.7368,-13.6531
GQNA,Aioun el Atrouss Airport,16.7113,-9.63788
GQNB,Boutilimit Airport,17.533,-14.683
GQNC,Tichitt Airport,18.45,-9.517
GQND,Tidjikja Airport,18.5701,-11.4235
GQNE,Abbaye Airport,16.6333,-14.2
GQNF,Kiffa Airport,16.59,-11.4062
GQNH,Timbedra Airport,16.233,-8.167
GQNI,Nema Airport,16.622,-7.3166
GQNJ,Akjoujt Airport,19.733,-14.3832
GQNK,Kaedi Airport,16.1595,-13.5076
GQNL,Letfotar Airport,17.75,-12.5
GQNO,Nouakchott-Oumtounsy International Airport,18.31,-15.9697
GQNS,Selibaby Airport,15.1797,-12.2073
GQNT,Tamchakett Airport,17.233,-10.817
GQNU,M'Bout Airport,16.0333,-12.6
GQPA,Atar International Airport,20.5068,-13.0432
GQPF,Fderik Airport,22.667,-12.733
GQPP,Nouadhibou International Airport,20.9331,-17.03
GQPZ,Tazadit Airport,22.7564,-12.4836
GUCY,Ahmed Sékou Touré International Airport,9.57689,-13.612
GUFA,Fria Airport,10.3506,-13.5692
GUFH,Faranah Airport,10.0355,-10.7698
GUKU,Kissidougou Airport,9.16056,-10.1244
GULB,Tata Airport,11.3261,-12.2868
GUMA,Macenta Airport,8.48186,-9.52507
GUNZ,Nzerekore Airport,7.80602,-8.7018
GUOK,Boke Baralande Airport,10.9658,-14.2811
GUSB,Sambailo Airport,12.5727,-13.3585
GUSI,Siguiri Airport,11.433,-9.167
GUXN,Kankan Airport (Diankana Airport),10.4484,-9.22876
GVAC,Amilcar Cabral International Airport,16.7414,-22.9494
GVAN,Agostinho Neto Airport,17.2028,-25.0906
GVBA,Aristides Pereira International Airport (Rabil Airport),16.1365,-22.8889
GVBR,Esperadinha Airport,14.8643,-24.746
GVMA,Maio Airport,15.1559,-23.2137
GVMT,Mosteiros Airport,15.045,-24.3392
GVNP,Nelson Mandela International Airport,14.9245,-23.4935
GVSF,Sao Filipe Airport,14.885,-24.48
GVSN,Preguica Airport,16.5884,-24.2847
GVSV,Cesaria Evora Airport,16.8332,-25.0553
HAAB,Addis Ababa Bole International Airport,8.97778,38.7994
HAAM,Arba Minch Airport,6.03939,37.5905
HAAX,Axum Airport,14.1468,38.7728
HABB,Bedele Airport (Buno Bedele Airport),8.456,36.352
HABC,Baco Airport (Jinka Airport),5.78287,36.562
HABD,Bahir Dar Airport,11.6081,37.3216
HABE,Beica Airport,9.38639,34.5219
HABU,Bulchi Airport,6.21667,36.6667
HADC,Combolcha Airport,11.0825,39.7114
HADD,Dembidolo Airport,8.554,34.858
HADM,Debre Marqos Airport,10.35,37.717
HADR,Aba Tenna Dejazmach Yilma International Airport,9.6247,41.8542
HADT,Debre Tabor Airport,11.967,38
HAFN,Fincha Airport,9.583,37.35
HAGB,Robe Airport,7.11606,40.0463
HAGH,Ginir Airport,7.15,40.717
HAGM,Gambela Airport,8.12876,34.5631
HAGN,Gondar Airport (Atse Tewodros Airport),12.5199,37.434
HAGO,Gode Airport,5.93513,43.5786
HAGR,Gore Airport,8.1614,35.5529
HAHU,Humera Airport,14.25,36.583
HAJJ,Wilwal International Airport,9.3325,42.9121
HAJM,Aba Segud Airport,7.66609,36.8166
HAKD,Kabri Dar Airport,6.734,44.253
HAKL,Kelafo Airport,5.657,44.35
HALA,Awasa Airport,7.067,38.5
HALL,Lalibela Airport,11.975,38.98
HAMA,Mekane Selam Airport,10.7254,38.7415
HAMJ,Tum Airport,6.26,35.5184
HAMK,Alula Aba Nega Airport,13.4674,39.5335
HAML,Mena Airport,6.35,39.7167
HAMM,Genda Wuha Airport,12.933,36.167
HAMN,Mendi Airport,9.767,35.1
HAMR,Mui Airport,5.8646,35.7485
HAMT,Mizan Teferi Airport,6.9571,35.5547
HANG,Neghelle Airport,5.2897,39.7023
HANJ,Nejjo Airport,9.55,35.467
HANK,Nekemte Airport,9.05,36.6
HAPW,Beles Airport,11.3126,36.4164
HASD,Soddu Airport,6.817,37.75
HASK,Shakiso Airport,5.6923,38.9764
HASL,Shilavo Airport,6.08333,44.7667
HASM,Semera Airport,11.7875,40.9915
HASO,Asosa Airport,10.0185,34.5863
HATP,Tippi Airport,7.2024,35.415
HAWC,Wacca Airport,7.167,37.167
HAWR,Warder Airport,6.9724,45.3334
HBBA,Bujumbura International Airport,-3.32402,29.3185
HBBE,Gitega Airport,-3.41721,29.9113
HBBO,Kirundo Airport,-2.54477,30.0946
HCMA,Alula Airport,11.9582,50.748
HCMB,Baidoa Airport,3.10222,43.6286
HCMC,Candala Airport,11.494,49.9085
HCMD,Bardera Airport,2.33611,42.3078
HCME,Eyl Airport,8.104,49.82
HCMF,Bender Qassim International Airport,11.2753,49.1494
HCMG,Qardho Airport,9.517,49.083
HCMH,Hargeisa International Airport (Egal Int'l),9.51321,44.0824
HCMI,Berbera Airport,10.3892,44.9411
HCMJ,Lugh Ganane Airport,3.8124,42.5459
HCMK,Kismayo Airport (Kisimayu Airport),-0.377353,42.4592
HCMM,Aden Adde International Airport,2.01444,45.3047
HCMO,Obbia Airport,5.36667,48.5167
HCMR,Abdullahi Yusuf International Airport,6.78083,47.4547
HCMS,Iskushuban Airport,10.3,50.233
HCMU,Erigavo Airport,10.6421,47.388
HCMV,Burao Airport,9.5275,45.5549
HDAM,Djibouti-Ambouli International Airport,11.5473,43.1595
HDAS,Ali-Sabieh Airport,11.1469,42.72
HDMO,Moucha Airport,11.7167,43.2
HDOB,Obock Airport,11.967,43.267
HDTJ,Tadjoura Airport,11.783,42.917
HE25,El Minya Airport,28.1013,30.7303
HEAL,Al Alamain International Airport,30.9245,28.4614
HEAR,El Arish International Airport,31.0733,33.8358
HEAT,Assiut Airport,27.0465,31.012
HEAX,El Nouzha Airport,31.1839,29.9489
HEBA,Borg El Arab Airport,30.9177,29.6964
HEBL,Abu Simbel Airport,22.376,31.6117
HECA,Cairo International Airport,30.1219,31.4056
HEDK,Dakhla Oasis Airport,25.4116,29.0031
HEGN,Hurghada International Airport,27.1783,33.7994
HEKG,El Kharga Airport,25.4736,30.5907
HELX,Luxor International Airport,25.671,32.7066
HEMA,Marsa Alam International Airport,25.5571,34.5837
HEMK,Sohag International Airport,26.3428,31.7428
HEMM,Marsa Matruh International Airport,31.3254,27.2217
HEOW,Sharq Al-Owainat Airport,22.5857,28.7166
HEPS,Port Said Airport,31.2794,32.24
HESC,St. Catherine International Airport,28.6853,34.0625
HESH,Sharm el-Sheikh International Airport,27.9773,34.395
HESN,Aswan International Airport,23.9644,32.82
HETB,Taba International Airport,29.5878,34.7781
HETR,El Tor Airport,28.209,33.6455
HHAS,Asmara International Airport,15.2919,38.9107
HHMS,Massawa International Airport,15.67,39.3701
HHSB,Assab International Airport,13.0718,42.645
HHTS,Teseney Airport,15.1043,36.6817
HJJJ,Juba International Airport,4.87201,31.6011
HKAM,Amboseli Airport,-2.64505,37.2531
HKEL,Eldoret International Airport,0.404458,35.2389
HKES,Eliye Springs Airport,3.21667,35.9667
HKFG,Kalokol Airport (Fergusons Gulf Airport),3.49161,35.8368
HKGA,Garissa Airport,-0.463508,39.6483
HKHO,Hola Airport,-1.522,40.004
HKJK,Jomo Kenyatta International Airport,-1.31924,36.9278
HKKE,Keekorok Airport,-1.583,35.25
HKKG,Kakamega Airport,0.271342,34.7873
HKKI,Kisumu International Airport,-0.086139,34.7289
HKKL,Kilaguni Airport,-2.91061,38.0652
HKKR,Kericho Airport,-0.3899,35.2421
HKKT,Kitale Airport,0.971989,34.9586
HKLK,Lokichogio Airport,4.20412,34.3482
HKLO,Lodwar Airport,3.12197,35.6087
HKLU,Manda Airport,-2.25242,40.9131
HKLY,Loiyangalani Airport,2.75,36.717
HKMA,Mandera Airport,3.933,41.85
HKMB,Marsabit Airport,2.34425,38
HKMK,Mulika Lodge Airport,0.165083,38.1951
HKML,Malindi Airport,-3.22931,40.1017
HKMO,Moi International Airport,-4.03483,39.5942
HKMY,Moyale Airport,3.46972,39.1014
HKNI,Nyeri Airport,-0.364414,36.9785
HKNK,Nakuru Airport,-0.298067,36.1593
HKNW,Wilson Airport,-1.32172,36.8148
HKNY,Nanyuki Airport,-0.062399,37.041
HKSB,Samburu Airport (Buffalo Spring Airport),0.530583,37.5342
HKUK,Ukunda Airport (Diani Airport),-4.29333,39.5711
HKWJ,Wajir Airport,1.73324,40.0916
HLGD,Gardabya Airport,31.0635,16.595
HLGN,Tobruk Airport,31.861,23.907
HLGT,Ghat Airport,25.1456,10.1426
HLKF,Kufra Airport,24.1787,23.314
HLLB,Benina International Airport,32.0968,20.2695
HLLM,Mitiga International Airport,32.8941,13.276
HLLQ,Al Abraq International Airport,32.7887,21.9643
HLLS,Sabha Airport,26.987,14.4725
HLLT,Tripoli International Airport,32.6635,13.159
HLMB,Marsa Brega Airport,30.3781,19.5764
HLMS,Misrata Airport,32.325,15.061
HLNR,Nafoora Airport,29.2132,21.5924
HLON,Hun Airport,29.1101,15.9656
HLTD,Ghadames Airport,30.1517,9.71531
HLUB,Ubari Airport,26.5675,12.8231
HLZN,Zintan Airport,31.7749,12.2501
HLZW,Zuwarah Airport,32.9523,12.0155
HRYG,Gisenyi Airport,-1.6772,29.2589
HRYI,Butare Airport,-2.59583,29.7367
HRYR,Kigali International Airport (Kanombe Airport),-1.96863,30.1395
HRYU,Ruhengeri Airport,-1.5,29.633
HRZA,Kamembe Airport,-2.46224,28.9079
HSAT,Atbara Airport,17.7103,34.057
HSDB,El Debba Airport,18.0146,30.9595
HSDN,Dongola Airport,19.1539,30.4301
HSDZ,Damazin Airport,11.7859,34.3367
HSFA,Paloich Airport,10.5292,32.5006
HSFS,El Fasher Airport,13.6149,25.3246
HSGF,Azaza Airport,14.133,35.317
HSGG,Galegu Airport,12.533,35.067
HSGN,Geneina Airport,13.4817,22.4672
HSKA,Kassala Airport,15.3875,36.3288
HSKG,Khashm el Girba Airport,14.925,35.878
HSKI,Rabak Airport,13.183,32.733
HSLI,Kadugli Airport,11.138,29.7011
HSMK,Rumbek Airport,6.825,29.669
HSMN,Merowe Airport,18.4433,31.8433
HSNH,En Nahud Airport,12.667,28.333
HSNN,Nyala Airport,12.0535,24.9562
HSNW,New Halfa Airport,15.3556,35.7278
HSOB,El Obeid Airport,13.1532,30.2327
HSPN,Port Sudan New International Airport,19.4336,37.2341
HSSK,Khartoum International Airport,15.5895,32.5532
HSSM,Malakal Airport,9.55897,31.6522
HSSW,Wadi Halfa Airport,21.8027,31.5216
HSWD,Wad Medani Airport,14.3836,33.5264
HSWW,Wau Airport,7.72583,27.975
HSZA,Zalingei Airport,12.9437,23.5631
HTAR,Arusha Airport,-3.36779,36.6333
HTBU,Bukoba Airport,-1.332,31.8212
HTDA,Julius Nyerere International Airport,-6.87811,39.2026
HTDO,Dodoma Airport,-6.17044,35.7526
HTGE,Geita Airport,-2.81367,32.1725
HTGR,Kirawira B Airstrip,-2.16083,34.2256
HTIR,Iringa Airport (Nduli Airport),-7.66863,35.7521
HTKA,Kigoma Airport,-4.8862,29.6709
HTKI,Kilwa Masoko Airport,-8.91123,39.5086
HTKJ,Kilimanjaro International Airport,-3.42941,37.0745
HTLI,Lindi Airport (Kikwetu Airport),-9.85111,39.7578
HTLM,Lake Manyara Airport,-3.37631,35.8183
HTMA,Mafia Airport,-7.91748,39.6685
HTMB,Mbeya Airport,-8.91994,33.274
HTMD,Mwadui Airport,-3.52133,33.6155
HTMI,Masasi Airport,-10.733,38.767
HTMT,Mtwara Airport,-10.3391,40.1818
HTMU,Musoma Airport,-1.503,33.8021
HTMW,Mwanza Airport,-2.44449,32.9327
HTNA,Nachingwea Airport,-10.3575,38.7792
HTNJ,Njombe Airport,-9.35,34.8
HTPE,Pemba Airport,-5.25726,39.8114
HTSN,Seronera Airstrip,-2.45806,34.8225
HTSO,Songea Airport,-10.683,35.583
HTSU,Sumbawanga Airport,-7.94889,31.6103
HTSY,Shinyanga Airport,-3.6093,33.5035
HTTB,Tabora Airport,-5.07639,32.8333
HTTG,Tanga Airport,-5.09236,39.0712
HTZA,Abeid Amani Karume International Airport,-6.22202,39.2249
HUAR,Arua Airport,3.05,30.917
HUEN,Entebbe International Airport,0.042386,32.4435
HUGU,Gulu Airport,2.80556,32.2718
HUJI,Jinja Airport,0.45,33.2
HUKF,Kabalega Falls Airport,2.32872,31.4997
HUKS,Kasese Airport,0.183,30.1
HUMA,Mbarara Airport,-0.555278,30.5994
HUMI,Masindi Airport,1.75806,31.7367
HUPA,Pakuba Airfield,2.32639,31.4978
HUSO,Soroti Airport,1.72769,33.6228
HUTO,Tororo Airport,0.683,34.167
KAAF,Apalachicola Regional Airport,29.7275,-85.0275
KABE,Lehigh Valley International Airport,40.6521,-75.4408
KABI,Abilene Regional Airport,32.4113,-99.6819
KABQ,Albuquerque International Sunport,35.0402,-106.609
KABR,Aberdeen Regional Airport,45.4491,-98.4218
KABY,Southwest Georgia Regional Airport,31.5355,-84.1945
KACB,Antrim County Airport,44.9886,-85.1984
KACK,Nantucket Memorial Airport,41.2531,-70.0602
KACT,Waco Regional Airport,31.6113,-97.2305
KACV,Arcata-Eureka Airport,40.9781,-124.109
KACY,Atlantic City International Airport,39.4576,-74.5772
KADG,Lenawee County Airport,41.8677,-84.0773
KADH,Ada Municipal Airport,34.8043,-96.6713
KADM,Ardmore Municipal Airport,34.303,-97.0196
KADS,Addison Airport,32.9686,-96.8364
KADW,Andrews Field (Andrews Air Force Base),38.8108,-76.867
KAEL,Albert Lea Municipal Airport,43.6815,-93.3672
KAEX,Alexandria International Airport,31.3274,-92.5498
KAFF,United States Air Force Academy Airfield,38.9697,-104.813
KAFJ,Washington County Airport,40.1365,-80.2902
KAFN,Jaffrey Airport-Silver Ranch,42.8051,-72.003
KAFO,Afton Municipal Airport,42.7112,-110.942
KAFW,Fort Worth Alliance Airport,32.9876,-97.3188
KAGC,Allegheny County Airport,40.3544,-79.9302
KAGO,Magnolia Municipal Airport,33.228,-93.217
KAGS,Augusta Regional Airport at Bush Field,33.3699,-81.9645
KAHC,Amedee Army Airfield,40.2662,-120.153
KAHH,Amery Municipal Airport,45.2811,-92.3754
KAHN,Athens Ben Epps Airport,33.9486,-83.3263
KAIA,Alliance Municipal Airport,42.0532,-102.804
KAID,Anderson Municipal Airport (Darlington Field),40.1086,-85.613
KAIK,Aiken Municipal Airport,33.6494,-81.685
KAIO,Atlantic Municipal Airport,41.4073,-95.0469
KAIV,George Downer Airport,33.1065,-88.1978
KAIZ,Lee C. Fine Memorial Airport,38.096,-92.5495
KAKO,Colorado Plains Regional Airport,40.1756,-103.222
KAKR,Akron Fulton International Airport,41.0375,-81.4669
KALB,Albany International Airport,42.7483,-73.8017
KALI,Alice International Airport,27.7409,-98.0269
